,play,situation,qtr,drive_num,pos_team,drive_plays,drive_yds,drive_time,down,yds_to_go,field_pos,home_team,away_team,game_date
140,Rush,"Al. Frisch rush for loss of 6 yards to the CC30, fumble by Al. Frisch recovered by IR A. Aslan at CC30.",3rd Quarter,driveindex_22,Cologne Centurions,2,1,0:36,2nd,3,CC36,Cologne,Istanbul,220604
141,Drive start,ISTANBUL RAMS drive start at 08:44.,3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,1st,10,CC30,Cologne,Istanbul,220604
142,Timeout,"Timeout Istanbul Rams, clock 08:44.",3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,1st,10,CC30,Cologne,Istanbul,220604
143,Pass,"J. Stegman pass complete to K. Wedderburn for 13 yards to the CC17, 1ST DOWN IR (M. Scherenberg).",3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,1st,10,CC30,Cologne,Istanbul,220604
144,Pass,J. Stegman pass incomplete to J. Conwell (F. Simon).,3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,1st,10,CC17,Cologne,Istanbul,220604
145,Pass,J. Stegman pass incomplete to A. Agackesen (M. Scherenberg).,3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,2nd,10,CC17,Cologne,Istanbul,220604
146,Pass,"J. Stegman pass incomplete to K. Wedderburn, PENALTY CC Defensive Pass Interference (M. Scherenberg) 16 yards to the CC1, 1ST DOWN IR, NO PLAY.",3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,3rd,10,CC17,Cologne,Istanbul,220604
147,Rush,T. J.-Fisher rush for no gain to the CC1 (A. Boes;F. Simon).,3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,1st,0,CC01,Cologne,Istanbul,220604
148,Rush,T. J.-Fisher rush for no gain to the CC1 (P. Steffen;N. Liesen).,3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,2nd,0,CC01,Cologne,Istanbul,220604
149,Rush,"T. J.-Fisher rush for 1 yard to the CC0, 1ST DOWN IR, TOUCHDOWN, clock 06:44, M. Sarikatipogl kick attempt good.",3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,3rd,0,CC01,Cologne,Istanbul,220604
150,Kickoff,"M. Sarikatipogl kickoff 62 yards to the CC8, P. Lenhardt return 24 yards to the CC32.",3rd Quarter,driveindex_23,Istanbul Rams,6,30,2:00,1st,0,IR30,Cologne,Istanbul,220604
151,Drive start,COLOGNE CENTURIONS drive start at 06:29.,3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,1st,10,CC32,Cologne,Istanbul,220604
152,Pass,J. Weinreich pass incomplete to T. Nick.,3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,1st,10,CC32,Cologne,Istanbul,220604
153,Pass,J. Weinreich pass complete to L. Geyer for 7 yards to the CC39 (N. Allsten).,3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,2nd,10,CC32,Cologne,Istanbul,220604
154,Pass,"J. Weinreich pass complete to P. Lenhardt for 20 yards to the IR41, 1ST DOWN CC (C. Walrond).",3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,3rd,3,CC39,Cologne,Istanbul,220604
155,Pass,J. Weinreich pass complete to Q. Pounds for 5 yards to the IR36 (C. Walrond).,3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,1st,10,IR41,Cologne,Istanbul,220604
156,Rush,"T. King rush for 2 yards to the IR34, PENALTY CC Offensive Holding (70) 10 yards to the IR46, NO PLAY.",3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,2nd,5,IR36,Cologne,Istanbul,220604
157,Rush,P. Lenhardt rush for loss of 1 yard to the IR47 (Z. Ceylan).,3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,2nd,15,IR46,Cologne,Istanbul,220604
158,Timeout,"Timeout Cologne Centurions, clock 04:26.",3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,3rd,16,IR47,Cologne,Istanbul,220604
159,Pass,"J. Weinreich pass complete to P. Lenhardt for 22 yards to the IR25, 1ST DOWN CC (A. Isik).",3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,3rd,16,IR47,Cologne,Istanbul,220604
160,Timeout,"Timeout Istanbul Rams, clock 03:54.",3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,1st,10,IR25,Cologne,Istanbul,220604
161,Rush,T. King rush for 3 yards to the IR22 (A. Aslan).,3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,1st,10,IR25,Cologne,Istanbul,220604
162,Rush,T. King rush for 6 yards to the IR16 (T. Bulusan;I. Geyik).,3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,2nd,7,IR22,Cologne,Istanbul,220604
163,Pass,"J. Weinreich pass complete to Q. Pounds for 16 yards to the IR0, 1ST DOWN CC, TOUCHDOWN, clock 02:59, T. King rush attempt good.",3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,3rd,1,IR16,Cologne,Istanbul,220604
164,Kickoff,"J. Appelt kickoff 69 yards to the IR1, out-of-bounds, IR ball on IR40.",3rd Quarter,driveindex_24,Cologne Centurions,9,68,3:30,1st,0,CC30,Cologne,Istanbul,220604
165,Drive start,ISTANBUL RAMS drive start at 02:54.,3rd Quarter,driveindex_25,Istanbul Rams,4,60,1:57,1st,10,IR40,Cologne,Istanbul,220604
166,Rush,"J. Stegman rush for 17 yards to the CC43, 1ST DOWN IR (K. Beverly).",3rd Quarter,driveindex_25,Istanbul Rams,4,60,1:57,1st,10,IR40,Cologne,Istanbul,220604
167,Pass,"J. Stegman pass complete to Y. Guven for 26 yards to the CC17, 1ST DOWN IR (W. Bhikh).",3rd Quarter,driveindex_25,Istanbul Rams,4,60,1:57,1st,10,CC43,Cologne,Istanbul,220604
168,Rush,T. J.-Fisher rush for 6 yards to the CC11 (J. Voelker).,3rd Quarter,driveindex_25,Istanbul Rams,4,60,1:57,1st,10,CC17,Cologne,Istanbul,220604
169,Pass,"J. Stegman pass complete to J. Conwell for 11 yards to the CC0, 1ST DOWN IR, TOUCHDOWN, clock 00:57, J. Stegman pass attempt failed.",3rd Quarter,driveindex_25,Istanbul Rams,4,60,1:57,2nd,4,CC11,Cologne,Istanbul,220604
170,Kickoff,"M. Sarikatipogl kickoff 58 yards to the CC12, P. Lenhardt return 23 yards to the CC35 (O. Ceyhan), PENALTY IR Unnecessary Roughness (O. Ceyhan) 16 yards to the IR49, 1st and 10, CC ball on IR49.",3rd Quarter,driveindex_25,Istanbul Rams,4,60,1:57,1st,0,IR30,Cologne,Istanbul,220604
171,Drive start,COLOGNE CENTURIONS drive start at 00:51.,3rd Quarter,driveindex_26,Cologne Centurions,5,9,1:42,1st,10,IR49,Cologne,Istanbul,220604
172,Rush,T. Nick rush for no gain to the IR49.,3rd Quarter,driveindex_26,Cologne Centurions,5,9,1:42,1st,10,IR49,Cologne,Istanbul,220604
173,Rush,T. Nick rush for loss of 2 yards to the CC49 (C. Walrond).,3rd Quarter,driveindex_26,Cologne Centurions,5,9,1:42,2nd,10,IR49,Cologne,Istanbul,220604
174,Drive start,ISTANBUL RAMS drive start at 14:09.,4th Quarter,driveindex_27,Istanbul Rams,3,13,0:42,1st,10,CC47,Cologne,Istanbul,220604
175,Pass,J. Stegman pass incomplete.,4th Quarter,driveindex_27,Istanbul Rams,3,13,0:42,1st,10,CC47,Cologne,Istanbul,220604
176,Penalty,PENALTY CC Defensive Offside (S. Amadu) 5 yards to the CC42.,4th Quarter,driveindex_27,Istanbul Rams,3,13,0:42,2nd,10,CC47,Cologne,Istanbul,220604
177,Rush,T. J.-Fisher rush for 4 yards to the CC38 (M. Scherenberg).,4th Quarter,driveindex_27,Istanbul Rams,3,13,0:42,2nd,5,CC42,Cologne,Istanbul,220604
178,Rush,"T. J.-Fisher rush for 4 yards to the CC34, fumble by T. J.-Fisher recovered by CC S. Vogel at CC34.",4th Quarter,driveindex_27,Istanbul Rams,3,13,0:42,3rd,1,CC38,Cologne,Istanbul,220604
179,Drive start,COLOGNE CENTURIONS drive start at 13:27.,4th Quarter,driveindex_28,Cologne Centurions,1,0,0:06,1st,10,CC34,Cologne,Istanbul,220604
180,Rush,"T. King rush for no gain to the CC34, fumble by T. King recovered by IR Z. Blair at CC34.",4th Quarter,driveindex_28,Cologne Centurions,1,0,0:06,1st,10,CC34,Cologne,Istanbul,220604
181,Drive start,ISTANBUL RAMS drive start at 13:21.,4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,1st,10,CC34,Cologne,Istanbul,220604
182,Rush,T. J.-Fisher rush for 3 yards to the CC31 (F. Simon;N. Liesen).,4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,1st,10,CC34,Cologne,Istanbul,220604
183,Pass,"J. Stegman pass complete to T. J.-Fisher for no gain to the CC31 (J. Voelker), PENALTY IR Chop Block 15 yards to the CC46, NO PLAY.",4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,2nd,7,CC31,Cologne,Istanbul,220604
184,Timeout,"Timeout Cologne Centurions, clock 12:43.",4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,2nd,22,CC46,Cologne,Istanbul,220604
185,Pass,"J. Stegman pass complete to J. Conwell for 28 yards to the CC18, 1ST DOWN IR.",4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,2nd,22,CC46,Cologne,Istanbul,220604
186,Penalty,PENALTY CC Defensive Offside (P. Steffen) 5 yards to the CC13.,4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,1st,10,CC18,Cologne,Istanbul,220604
187,Rush,"J. Stegman rush for 6 yards to the CC7, 1ST DOWN IR (J. Lara Perez).",4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,1st,5,CC13,Cologne,Istanbul,220604
188,Rush,T. J.-Fisher rush for no gain to the CC7 (S. Vogel).,4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,1st,0,CC07,Cologne,Istanbul,220604
189,Pass,J. Stegman pass incomplete to A. Agackesen.,4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,2nd,0,CC07,Cologne,Istanbul,220604
190,Pass,J. Stegman pass incomplete to K. Wedderburn.,4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,3rd,0,CC07,Cologne,Istanbul,220604
191,Field goal attempt,"M. Sarikatipogl field goal attempt from 24 GOOD, clock 10:42.",4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,4th,0,CC07,Cologne,Istanbul,220604
192,Kickoff,"M. Sarikatipogl kickoff 63 yards to the CC7, P. Lenhardt return 23 yards to the CC30 (T. Bulusan;U. Ozelce).",4th Quarter,driveindex_29,Istanbul Rams,7,27,2:39,1st,0,IR30,Cologne,Istanbul,220604
193,Drive start,COLOGNE CENTURIONS drive start at 10:34.,4th Quarter,driveindex_30,Cologne Centurions,3,6,0:52,1st,10,CC30,Cologne,Istanbul,220604
194,Pass,J. Weinreich pass incomplete to Q. Pounds.,4th Quarter,driveindex_30,Cologne Centurions,3,6,0:52,1st,10,CC30,Cologne,Istanbul,220604
195,Rush,T. King rush for 6 yards to the CC36.,4th Quarter,driveindex_30,Cologne Centurions,3,6,0:52,2nd,10,CC30,Cologne,Istanbul,220604
196,Pass,J. Weinreich pass incomplete to Q. Pounds (U. Ozelce).,4th Quarter,driveindex_30,Cologne Centurions,3,6,0:52,3rd,4,CC36,Cologne,Istanbul,220604
197,Punt,"J. Appelt punt 40 yards to the IR24, A. Mercan return 18 yards to the IR42.",4th Quarter,driveindex_30,Cologne Centurions,3,6,0:52,4th,4,CC36,Cologne,Istanbul,220604
198,Drive start,ISTANBUL RAMS drive start at 09:42.,4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,1st,10,IR42,Cologne,Istanbul,220604
199,Penalty,PENALTY IR Personal Foul (A. Isik) 15 yards to the IR27.,4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,1st,10,IR42,Cologne,Istanbul,220604
200,Rush,T. J.-Fisher rush for no gain to the IR27 (F. Simon).,4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,1st,25,IR27,Cologne,Istanbul,220604
201,Pass,"J. Stegman pass incomplete, PENALTY CC Roughing the Passer (A. Naus) 15 yards to the IR42, NO PLAY.",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,2nd,25,IR27,Cologne,Istanbul,220604
202,Rush,"T. J.-Fisher rush for 20 yards to the CC38, 1ST DOWN IR (J. Voelker).",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,2nd,10,IR42,Cologne,Istanbul,220604
203,Timeout,"Timeout Istanbul Rams, clock 08:07.",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,1st,10,CC38,Cologne,Istanbul,220604
204,Pass,J. Stegman pass incomplete to Y. Guven (W. Bhikh).,4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,1st,10,CC38,Cologne,Istanbul,220604
205,Rush,"T. Cokadar rush for 17 yards to the CC21, 1ST DOWN IR (P. Steffen;M. Scherenberg).",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,2nd,10,CC38,Cologne,Istanbul,220604
206,Rush,T. Cokadar rush for no gain to the CC21 (F. Simon).,4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,1st,10,CC21,Cologne,Istanbul,220604
207,Rush,"J. Conwell rush for 8 yards to the CC13, out-of-bounds.",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,2nd,10,CC21,Cologne,Istanbul,220604
208,Rush,"J. Conwell rush for 1 yard to the CC12 (S. Vogel), PENALTY IR Illegal Blindside Block (S. Arenas) 17 yards to the CC30, NO PLAY.",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,3rd,2,CC13,Cologne,Istanbul,220604
209,Pass,J. Stegman pass incomplete to Y. Guven (K. Beverly).,4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,3rd,19,CC30,Cologne,Istanbul,220604
210,Field goal attempt,"M. Sarikatipogl field goal attempt from 47 GOOD, clock 05:51.",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,4th,19,CC30,Cologne,Istanbul,220604
211,Kickoff,"Y. Guven kickoff 41 yards to the CC29, out-of-bounds, CC ball on CC40.",4th Quarter,driveindex_31,Istanbul Rams,8,28,3:51,1st,0,IR30,Cologne,Istanbul,220604
212,Drive start,COLOGNE CENTURIONS drive start at 05:49.,4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,10,CC40,Cologne,Istanbul,220604
213,Pass,"J. Weinreich pass complete to P. Lenhardt for 18 yards to the IR42, 1ST DOWN CC (C. Walrond).",4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,10,CC40,Cologne,Istanbul,220604
214,Pass,J. Weinreich pass complete to J. Loercks for 6 yards to the IR36 (A. Aslan;U. Ozelce).,4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,10,IR42,Cologne,Istanbul,220604
215,Pass,"J. Weinreich pass complete to L. Geyer for 6 yards to the IR30, 1ST DOWN CC, out-of-bounds.",4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,2nd,4,IR36,Cologne,Istanbul,220604
216,Rush,"T. King rush for 10 yards to the IR20, 1ST DOWN CC (Z. Blair).",4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,10,IR30,Cologne,Istanbul,220604
217,Rush,T. King rush for no gain to the IR20 (T. Bulusan).,4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,10,IR20,Cologne,Istanbul,220604
218,Pass,J. Weinreich pass incomplete to J. Loercks.,4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,2nd,10,IR20,Cologne,Istanbul,220604
219,Pass,J. Weinreich pass complete to J. Loercks for 8 yards to the IR12 (A. Isik;A. Aslan).,4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,3rd,10,IR20,Cologne,Istanbul,220604
220,Pass,"J. Weinreich pass complete to J. Loercks for 3 yards to the IR9, 1ST DOWN CC (A. Aslan).",4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,4th,2,IR12,Cologne,Istanbul,220604
221,Pass,"J. Weinreich pass complete to Q. Pounds for 9 yards to the IR0, 1ST DOWN CC, TOUCHDOWN, clock 02:32.",4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,0,IR09,Cologne,Istanbul,220604
222,Point after try,J. Appelt kick attempt failed.,4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,10,IR15,Cologne,Istanbul,220604
223,Kickoff,"J. Appelt kickoff 62 yards to the IR8, J. Conwell return 19 yards to the IR27 (B. Cerimagic), PENALTY CC False Start 5 yards to the IR32, 1st and 10, IR ball on IR32.",4th Quarter,driveindex_32,Cologne Centurions,9,60,3:17,1st,0,CC30,Cologne,Istanbul,220604
224,Drive start,ISTANBUL RAMS drive start at 02:26.,4th Quarter,driveindex_33,Istanbul Rams,5,30,1:09,1st,10,IR32,Cologne,Istanbul,220604
225,Pass,"J. Stegman pass complete to A. Agackesen for 6 yards to the IR38, J. Conwell for 17 yards to the CC45, 1ST DOWN IR, out-of-bounds (M. Scherenberg).",4th Quarter,driveindex_33,Istanbul Rams,5,30,1:09,1st,10,IR32,Cologne,Istanbul,220604
226,Rush,J. Conwell rush for 5 yards to the CC40 (F. Simon).,4th Quarter,driveindex_33,Istanbul Rams,5,30,1:09,1st,10,CC45,Cologne,Istanbul,220604
227,Rush,J. Conwell rush for 2 yards to the CC38 (S. Vogel).,4th Quarter,driveindex_33,Istanbul Rams,5,30,1:09,2nd,5,CC40,Cologne,Istanbul,220604
228,Pass,J. Stegman pass incomplete to J. Conwell.,4th Quarter,driveindex_33,Istanbul Rams,5,30,1:09,3rd,3,CC38,Cologne,Istanbul,220604
229,Pass,J. Stegman pass incomplete to J. Conwell.,4th Quarter,driveindex_33,Istanbul Rams,5,30,1:09,4th,3,CC38,Cologne,Istanbul,220604
230,Drive start,COLOGNE CENTURIONS drive start at 01:17.,4th Quarter,driveindex_34,Cologne Centurions,2,-2,1:17,1st,10,CC38,Cologne,Istanbul,220604
231,Rush,J. Weinreich rush for loss of 1 yard to the CC37.,4th Quarter,driveindex_34,Cologne Centurions,2,-2,1:17,1st,10,CC38,Cologne,Istanbul,220604
232,Rush,J. Weinreich rush for loss of 1 yard to the CC36.,4th Quarter,driveindex_34,Cologne Centurions,2,-2,1:17,2nd,11,CC37,Cologne,Istanbul,220604
233,End of half,"End of game, clock 00:00.",4th Quarter,driveindex_34,Cologne Centurions,2,-2,1:17,3rd,12,CC36,Cologne,Istanbul,220604
0,Penalty,PENALTY LK False Start (P. Sacramento) 5 yards to the LK16.,1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,1st,10,LK21,Wroclaw,Leipzig,220605
1,Pass,J. Barlow pass complete to P. Eichhorn for 2 yards to the LK18 (D. Piatkowski).,1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,1st,15,LK16,Wroclaw,Leipzig,220605
2,Rush,O. Bahr rush for 8 yards to the LK26 (G. Zec).,1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,2nd,13,LK18,Wroclaw,Leipzig,220605
3,Pass,"J. Barlow pass complete to A. Jallai for 13 yards to the LK39, 1ST DOWN LK (L. Steffen;D. Piatkowski).",1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,3rd,5,LK26,Wroclaw,Leipzig,220605
4,Pass,J. Barlow pass incomplete.,1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,1st,10,LK39,Wroclaw,Leipzig,220605
5,Pass,J. Barlow sacked for loss of 12 yards to the LK27 (S. Radji).,1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,2nd,10,LK39,Wroclaw,Leipzig,220605
6,Pass,J. Barlow pass complete to O. Bahr for loss of 1 yard to the LK26 (L. Steffen).,1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,3rd,22,LK27,Wroclaw,Leipzig,220605
7,Punt,"F. Finke punt 41 yards to the PW33, D. Robinson return 2 yards to the PW35, clock 11:01, PENALTY PW Illegal Contact 10 yards to the PW25, 1st and 10, PW ball on PW25.",1st Quarter,driveindex_1,Leipzig Kings,6,5,3:59,4th,23,LK26,Wroclaw,Leipzig,220605
8,Pass,J. Hansen pass complete to P. Banat for 9 yards to the PW34 (J. Sieveke;W. James).,1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,1st,10,PW25,Wroclaw,Leipzig,220605
9,Rush,"P. Pasqualini rush for 14 yards to the PW48, 1ST DOWN PW (J. Carrasco).",1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,2nd,1,PW34,Wroclaw,Leipzig,220605
10,Rush,P. Pasqualini rush for loss of 3 yards to the PW45 (J. Carrasco).,1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,1st,10,PW48,Wroclaw,Leipzig,220605
11,Pass,J. Hansen pass complete to W. Zieba for 10 yards to the LK45 (T. Kulok;R. Henrique).,1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,2nd,13,PW45,Wroclaw,Leipzig,220605
12,Pass,"J. Hansen pass complete to M. Stanley for 9 yards to the LK36, 1ST DOWN PW (W. James;A.J. Wentland).",1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,3rd,3,LK45,Wroclaw,Leipzig,220605
13,Pass,J. Hansen pass incomplete.,1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,1st,10,LK36,Wroclaw,Leipzig,220605
14,Rush,P. Pasqualini rush for loss of 1 yard to the LK37 (P. Mueller).,1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,2nd,10,LK36,Wroclaw,Leipzig,220605
15,Pass,J. Hansen sacked for loss of 8 yards to the LK45 (A.J. Wentland).,1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,3rd,11,LK37,Wroclaw,Leipzig,220605
16,Punt,"K. Wis punt 37 yards to the LK8, downed.",1st Quarter,driveindex_2,Panthers Wroclaw,8,30,3:49,4th,19,LK45,Wroclaw,Leipzig,220605
17,Drive start,LEIPZIG KINGS drive start at 07:12.,1st Quarter,driveindex_3,Leipzig Kings,3,0,3:14,1st,10,LK08,Wroclaw,Leipzig,220605
18,Rush,D. McCants rush for no gain to the LK8 (H. Ogrodowczyk;W. Lloyd).,1st Quarter,driveindex_3,Leipzig Kings,3,0,3:14,1st,10,LK08,Wroclaw,Leipzig,220605
19,Rush,D. McCants rush for 4 yards to the LK12 (M. Rouyer;W. Lloyd).,1st Quarter,driveindex_3,Leipzig Kings,3,0,3:14,2nd,10,LK08,Wroclaw,Leipzig,220605
20,Penalty,PENALTY LK False Start (F. Lepper) 5 yards to the LK7.,1st Quarter,driveindex_3,Leipzig Kings,3,0,3:14,3rd,6,LK12,Wroclaw,Leipzig,220605
21,Rush,D. McCants rush for 1 yard to the LK8 (D. Wesolowski;S. Radji).,1st Quarter,driveindex_3,Leipzig Kings,3,0,3:14,3rd,11,LK07,Wroclaw,Leipzig,220605
22,Punt,"F. Finke punt 39 yards to the LK47, D. Robinson return 31 yards to the LK16 (T. Kulok;J. Carrasco).",1st Quarter,driveindex_3,Leipzig Kings,3,0,3:14,4th,10,LK08,Wroclaw,Leipzig,220605
23,Drive start,PANTHERS WROCLAW drive start at 03:58.,1st Quarter,driveindex_4,Panthers Wroclaw,3,16,0:12,1st,10,LK16,Wroclaw,Leipzig,220605
24,Pass,J. Hansen pass incomplete to P. Banat.,1st Quarter,driveindex_4,Panthers Wroclaw,3,16,0:12,1st,10,LK16,Wroclaw,Leipzig,220605
25,Pass,J. Hansen pass incomplete to M. Stanley (J. Carrasco).,1st Quarter,driveindex_4,Panthers Wroclaw,3,16,0:12,2nd,10,LK16,Wroclaw,Leipzig,220605
26,Pass,"J. Hansen pass complete to M. Stanley for 16 yards to the LK0, 1ST DOWN PW, TOUCHDOWN, clock 03:46.",1st Quarter,driveindex_4,Panthers Wroclaw,3,16,0:12,3rd,10,LK16,Wroclaw,Leipzig,220605
27,Point after try,K. Stepien kick attempt good.,1st Quarter,driveindex_4,Panthers Wroclaw,3,16,0:12,1st,10,LK15,Wroclaw,Leipzig,220605
28,Kickoff,"K. Stepien kickoff 67 yards to the LK3, D. McCants return 13 yards to the LK16 (H. Ogrodowczyk;M. Rouyer).",1st Quarter,driveindex_4,Panthers Wroclaw,3,16,0:12,1st,0,PW30,Wroclaw,Leipzig,220605
29,Drive start,LEIPZIG KINGS drive start at 03:42.,1st Quarter,driveindex_5,Leipzig Kings,3,0,0:23,1st,10,LK16,Wroclaw,Leipzig,220605
30,Pass,J. Barlow pass incomplete to A. Jallai (G. Lary).,1st Quarter,driveindex_5,Leipzig Kings,3,0,0:23,1st,10,LK16,Wroclaw,Leipzig,220605
31,Pass,"J. Barlow pass incomplete to O. Bahr, dropped pass.",1st Quarter,driveindex_5,Leipzig Kings,3,0,0:23,2nd,10,LK16,Wroclaw,Leipzig,220605
32,Pass,"J. Barlow pass incomplete to N. Baeumer, dropped pass.",1st Quarter,driveindex_5,Leipzig Kings,3,0,0:23,3rd,10,LK16,Wroclaw,Leipzig,220605
33,Punt,"F. Finke punt 42 yards to the PW42, D. Robinson return 6 yards to the PW48 (P. Meissner).",1st Quarter,driveindex_5,Leipzig Kings,3,0,0:23,4th,10,LK16,Wroclaw,Leipzig,220605
34,Drive start,PANTHERS WROCLAW drive start at 03:19.,1st Quarter,driveindex_6,Panthers Wroclaw,2,-1,0:36,1st,10,PW48,Wroclaw,Leipzig,220605
